MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	ConversationContext	Cat
End meeting.	CALENDAR	disconnect_from_meeting	End meeting.	{'UserFileNames': ['Voice design asks for contextual actions', 'DRI Handover Notes', 'Daily DRI notes', 'Topic extraction and usage - MSAI Shared scenarios', 'Manual Testing', 'Cortana in Teams - Working Session - 2020-01-20', 'MSAI Bootcamp 2019 Daily Agenda', 'Perf OKRs', 'OneNote_DeletedPages', 'Welcome', 'ShayM', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Hamideh Rezaee 2020', 'Cosmos Convergence Subs', 'Working doc for Day Overview', 'OMC Perf doc', 'FY21 Substrate Budget Planning', 'Endpoint_Admin_User_Controls', 'Context', 'Cortana on Windows Vibranium International Plan'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana teams', 'msai', 'fy20', 'cortana in teams', 'voice skills', 'voice', 'deprecation', 'wave 1', 'q2', 'ai', 'skills test', 'israel', 'communication collaboration post', 'communication and collaboration', 'collaboration and communication', 'communication collaboration', 'deprecation plan cortana', 'collaboration post wave', 'communication and post']}	NegativeCrossDomainNoMatch
Join my meeting with Jin Wang.	CALENDAR	connect_to_meeting	Join my meeting with <contact_name>Jin Wang</contact_name>.	{'UserFileNames': ['SM FY20 preview scenarios', 'MM-DD-YYYY  Cortana - TTS Streaming - Full', 'M365 Search - 3S Instrumentation - Client Contracts', 'S+A OM focused Shiproom 02042020', 'AI+R Scorecard', 'Cortana UWP app - skill readiness', 'Lifted Xaml Outline', 'Cortana on Windows - Scorecard draft', 'CLP V-Team Status', 'S+A OM focused Shiproom 01282020', 'Notification Activation Protocol', 'privacy level', 'Metrics', 'Untitled Section', 'Private build', 'Ramp-up', 'PerfStatusUpdates', '[Dev spec]Teams Mobile Search Baseline Instrumentation', 'OMC feedback_UX 1911', 'Microsoft Search User Job Framework'], 'UserFileNameKeyPhrases': ['test cases', 'test cases report', 'testcasesreport', 'cases report', 'msai', 'cases', 'set up cortana', 'set cortana', 'ios', 'commute', 'os', 'core skills extras', 'extras and skills', 'skills and extras', 'ios commute pass', 'core and extras', 'os commute pass', 'skills extras', 'voice skills', 'commute pass']}	NegativeCrossDomainNoMatch
Schedule a meeting with Dmitriy at 10:00 AM.	CALENDAR	create_calendar_entry	Schedule a meeting with <contact_name>Dmitriy</contact_name> at <start_time>10:00 AM</start_time>.	{'UserFileNames': ['Meeting Notes', 'Running Experiments', 'Release Notes', 'Local Experience', 'Ramp-up', 'Private build', 'DRI Handover Notes', 'Teams Insight', 'Skills Teams LT review 12-04-19', 'Flight reviews', 'Commerce Asks', 'SERP Grid and Layout', 'Cortana in Teams R2 Weekly Shiproom', 'Common', 'Teams Search-Shiproom_01_23_2020', 'Working doc for Day Overview', 'Desktop Outlook Metrics Summary', 'Next meeting', 'CLP V-Team Status', 'Substrate Partner Discussion with Teams_02_10_2020'], 'UserFileNameKeyPhrases': ['core skills', 'kingston core skills', 'core skills testing', 'kingston skills', 'kingston device', 'set up cortana', 'kingston core', 'core testing', 'set cortana', 'commute', 'test cases', 'skills testing', 'ios', 'kingston device skills', 'device skills testing', 'kingston device core', 'device core testing', 'device core skills', 'ios commute pass', 'os commute pass']}	NegativeCrossDomainNoMatch
Add 42553891322 my meeting.	CALENDAR	add_attendee	Add <phone_number>42553891322</phone_number> my meeting.	{'UserFileNames': ['AI 365 30 January 2020', 'Multiple Range Queries Support in MDM', 'Embedded Intelligence Checkpoint (Jan 2020)', 'M365 Search - 3S Instrumentation - Client Contracts', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Kingston-WorkingDeck', 'REST Shiproom - Impacting Issues', 'FY21 Substrate Budget Planning', 'GRC Review Office Hours Sign-Up Sheet', '01-30-2020 Knowledge Bot - Full', 'Automatic Meeting Agenda (and Notes) Generation', '201907_OutlookMeetingIntelligenceUpdate', 'Lift Pres - January 20 - Tel Aviv Edition', 'Cortana UWP app - skill readiness', 'Manganese-Search', 'D365OKRs', 'cortana high level design', '202001_MeetingIntelligenge_Overview', 'Outlook Mobile SERP Migration', 'MLADS2019Link'], 'UserFileNameKeyPhrases': ['fy19', 'untitled form', 'substrate', 'untitled', 'deprecation', 'fy19 mw', 'msai', 'cim', 'rajesh', 'fy20', 'ai', 'relevance', 'mpr', 'cortana on windows', 'device experience', 'surface audio app', 'okrs reflection', 'rajesh jan 2020', 'cim open status', 'cortana windows']}	NegativeCrossDomainNoMatch
Next on my calendar.	CALENDAR	find_calendar_entry	<start_time>Next</start_time> on my calendar.	{'UserFileNames': ['Meeting Notes', 'Augmentation Loop Walking Deck', '202001_WorkingSession_RoleOfAIInEffectiveMeetings', 'Accessibility-Syncs+Notes', 'DRI', '3 Build It - Introduction to IaaS', '2019-11 MSAI IL Research - Task Modeling Overview with Nitin', 'Embedded Intelligence Checkpoint (Jan 2020)', 'Master Tax File', 'Team Status', '01-30-2020 Knowledge Bot - Full', 'TaskFabric_SuggestedTasksResponse', 'MTIS - Meeting intelligent', 'Meeting Intent Annotation Guidelines V3', 'Welcome', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'S+A OM focused Shiproom 01282020', 'Introduction to MSAI Current', 'Metrics', 'meeting'], 'UserFileNameKeyPhrases': ['cortana teams', 'cortana in teams', 'voice skills', 'untitled form', 'fy20', 'untitled', 'voice', 'deprecation', 'msai', 'okrs', 'm365', 'rajesh', 'ai', 'skills manual', 'skills test', 'cortana teams completion', 'completion rate criteria', 'completion exit criteria', 'email general suggested', 'general suggested tasks']}	NegativeCrossDomainNoMatch
What do I have at 4:00 PM today?	CALENDAR	find_calendar_entry	What do I have at <start_time>4:00 PM</start_time> <start_date>today</start_date>?	{'UserFileNames': ['Globalization-Jan 2020 Update', 'Teams Smart Reply - Metrics', 'Build Substrate Intelligence with Scale', 'Voice Skills BVT - basic test cases', 'Weekly status owner shifts', '01-30-2020 Knowledge Bot - Full', 'Smart Suggestions in Teams - Sep 2019', 'Spring2020-MLADS-Reviewers', 'SubstrateArch', 'Cortana in Teams FAQ', 'MTIS Overview', 'SCIS and MTIS architecture', 'Meeting Intent Annotation Guidelines V3', 'COGS and Latency', 'Drive VST Reach & Retention via Data', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'S+A OM focused Shiproom 01282020', 'Microsoft Search User Job Framework', 'Name-Resolution-UX-Improvements', 'Suggested replies with file - Jan 2020 Update'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana in teams', 'cortana teams', 'voice skills', 'voice', 'fy20', 'msai', 'substrate perf shiproom', 'substrate shiproom', 'substrate perf', 'perf shiproom', 'perf', 'skill', 'substrate', 'skills test', 'focused', 'israel', 'substrate shiproom 2020', 'teams working session', 'cortana teams working']}	NegativeCrossDomainNoMatch
Add 425-704-2600 to the meeting.	CALENDAR	add_attendee	Add <phone_number>425-704-2600</phone_number> to the meeting.	{'UserFileNames': ['STCI MSAI Shiproom - Current', 'Cortana UWP app - skill readiness', 'Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th', 'Meeting Notes', 'Error handling and polite refusals', 'Cortana transition announcement - DRAFT', 'AI+R Scorecard', 'Release Notes', 'Running Experiments', 'FY21 Substrate Budget Planning', 'S+A Shiproom-TM-Latest', 'Jan2020Status', 'cortana_alignment_om_teams_2', 'Cortana on Windows Vibranium International Plan', 'Spring2020-MLADS-Reviewers', 'Bing Answers test cases', 'S+A H2 Planning', '2019-01 CoralQual', 'FY20 Maps Monthly Planning', 'Convergence_TVS+SA'], 'UserFileNameKeyPhrases': ['azure arm management', 'azure management', 'arm management', 'azure arm', 'arm', 'azure management ports', 'arm management ports', 'management ports', 'azure arm ports', 'azure ports', 'arm ports', 'ports', 'vst', 'cortana teams', '706bf 8b 2', '8b 2', '3c', 'voice', 'azurearmmanagementports062c3243 3c1a 4647', 'azurearmmanagementports062c3243 4647 a71f']}	NegativeCrossDomainNoMatch
Cancel my 5:30 PM meeting.	CALENDAR	delete_calendar_entry	Cancel my <start_time>5:30 PM</start_time> meeting.	{'UserFileNames': ['STCI MSAI Shiproom - Current', 'Metrics', 'Cortana in Teams R2 Weekly Shiproom', 'Teams Mobile Search Spec - Answers V2', 'Discoverability Index - Site Pages - Sentiment', 'Cortana Deprecation and Transition proposal - Feb 2020 - LT Review', 'S+A H2 Planning', 'Extended logging support for MSFT employees', 'Cortana transition announcement - DRAFT', 'Team Mobile Search - 3S dependency list', 'Cortana_Assistance_RajeshMPR_Jan2020_Deck', 'Cortana UWP app - skill readiness', 'MSAI Cognition H2 OKRs', 'Cortana on Windows Vibranium International Plan', 'Voice Skills BVT Manual Test Cases (Core)', 'SM FY20 preview scenarios', 'Hx Partner Asks', 'Augmentation Loop Walking Deck', 'M365 Search - 3S Instrumentation - Client Contracts', 'S+A OM focused Shiproom 02042020'], 'UserFileNameKeyPhrases': ['test cases', 'test cases report', 'testcasesreport', 'cases report', 'cases', 'cortana teams', 'cases report week', 'test report week', 'test cases week', 'set up cortana', 'set cortana', 'cases week', 'test week', 'ios', 'commute', 'test report', 'os', 'report week', 'core skills', 'core skills extras']}	NegativeCrossDomainNoMatch
Anna meeting.	CALENDAR	find_calendar_entry	<contact_name>Anna</contact_name> meeting.	{'UserFileNames': ['Interview framing – Julia Liuson', 'Running Experiments - Advanced', 'Welcome', '01-30-2020 Knowledge Bot - Full', 'Build Substrate Intelligence with Scale', 'H2 planning - Communication and Collaboration', 'People Also Ask', 'Voice Skills BVT - basic test cases', 'Spring2020-MLADS-Reviewers', 'Cortana in Teams FAQ', 'MTIS Overview', 'Meeting Intent Annotation Guidelines V3', '08-15-2019  ‘SCIS’ Extension- supporting conversation caching - Full', 'Product AI investments - FY19', 'COGS and Latency', 'Drive VST Reach & Retention via Data', 'Analysis and Data', 'OneNote_DeletedPages', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Voice Skills Discoverability in Teams - Jan 2020'], 'UserFileNameKeyPhrases': ['set up cortana', 'set cortana', 'commute', 'cortana teams', 'test cases', 'ios', 'os', 'ios commute pass', 'set up compliant', 'cortana in teams', 'os commute pass', 'set compliant', 'voice skills', 'commute pass', 'ios commute', 'os commute', 'ios pass', 'shiproom', 'os pass', 'weekly']}	NegativeCrossDomainNoMatch
What does my calendar look like?	CALENDAR	find_calendar_entry	What does my calendar look like?	{'UserFileNames': ['Monthly Suzhou team report', 'Smart Suggestions in Teams - Jan 2020', '01-30-2020 Knowledge Bot - Full', 'Union for MBR Sept 2019', 'TaskFabric_SuggestedTasksResponse', 'Welcome', 'Technician Daily Crew Schedules', 'Analysis and Data', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'S+A OM focused Shiproom 01282020', 'Microsoft Search User Job Framework', 'MM Shiproom Special Topics Schedule', 'Deprecation Proposal - January 2020 - LT Review', 'sustainability - civil society', 'sustainability customer', 'Introduction to MSAI Current', 'Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th FINAL', 'iRanker.IPS', 'AI 365 30 January 2020', '2019-11 MSAI IL Research - Task Modeling Overview with Nitin'], 'UserFileNameKeyPhrases': ['test cases', 'test cases report', 'testcasesreport', 'cases report', 'cases', 'cases report week', 'test report week', 'test cases week', 'cases week', 'test week', 'cortana teams', 'report week', 'test report', 'set up cortana', 'set cortana', 'ios', 'commute', 'os', 'core skills', 'core skills extras']}	NegativeCrossDomainNoMatch
Add 480-226-9422 to my meeting.	CALENDAR	add_attendee	Add <phone_number>480-226-9422</phone_number> to my meeting.	{'UserFileNames': ['2020_01_SmartComposeMonthlyReview', 'Substrate Perf Shiproom - 2020-1-29', 'Cortana in Teams R2 Weekly Shiproom', 'Feedback OKRs', 'AI 365 30 January 2020', 'Backlog', 'Running Feature Rollouts', 'KWS Manual Testing', 'MSA and AAD Report', 'Vendor Allocation', 'MSAI - CSI Work List', 'Android Core skills+Extras', 'M365 Search - 3S Instrumentation - Client Contracts', 'Bugs on Kingston', 'Kingston_Core Skills_Testing', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'iOS Core Skills + Extras', 'iOS Commute Pass', 'Sample App Testing', 'Voice Skills BVT Manual Test Cases (Core)'], 'UserFileNameKeyPhrases': ['cortana on windows', 'cortana windows', 'shiproom', 'fy20', 'msai', 'outlook mobile', 'fy21', 'image', 'assistant user relationship', 'assistant instrumentation', 'assistant relationship', 'jessee andrea cxzfwb', 'voice outlook mobile', 'om focused shiproom', 'settings via voice', 'user relationship', 'shiproom current', 'search assistant', 'focused shiproom', 'voice in outlook']}	NegativeCrossDomainNoMatch
Just then you can go to do some say what meetings do I have tomorrow.	CALENDAR	find_calendar_entry	Just then you can go to do some say what meetings do I have <start_date>tomorrow</start_date>.	{'UserFileNames': ['Welcome', 'Team', 'Cortana in Teams R2 Weekly Shiproom', 'Cortana UWP app - skill readiness', 'Data Handling Standards', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'ComplianceAuth_onebox_Err', 'Action Item UXR', 'Cortana Israel - Requests and Scheduling Intent- Shiproom', 'יום צילום 2', 'Quick Notes', '20H1 Manganese SAP OKRs - DRAFT', 'Overview_AzureCompliance_Tracker_Current', 'Quarterly Quality Review', '202001_WorkingSession_RoleOfAIInEffectiveMeetings', 'Extended logging support for MSFT employees', 'TAAlignment', 'SWSS Partners', 'FY20 Annotation Asks', '3S Signal Enrichment'], 'UserFileNameKeyPhrases': ['azure arm management', 'azure management', 'arm management', 'azure arm', 'arm', 'azure management ports', 'arm management ports', 'management ports', 'azure arm ports', 'azure ports', 'arm ports', 'ports', '0f2b 4f86 c77cb364b254', '0f2b 818c c77cb364b254', '4f86 818c c77cb364b254', 'c77cb364b254 2020', '818c c77cb364b254', '0f2b c77cb364b254', '4f86 c77cb364b254', '818c 77cb 364b']}	NegativeCrossDomainNoMatch
Hey Cortana can you open the meetings.	CALENDAR	find_calendar_entry	Hey Cortana can you open the meetings.	{'UserFileNames': ['PeopleSearchInTeams', 'Communication and Collaboration - Post Wave 1', 'Cortana UWP app - skill readiness', '2019-11 MSAI IL Research - Task Modeling Overview with Nitin', '01-30-2020 Knowledge Bot - Full', 'Task Assistance Q3-OKR', 'STCI MSAI Shiproom - Current', 'Substrate Partner Discussion with Teams_01_13_2020', 'Spring2020-MLADS-Reviewers', 'Highlights extraction from meeting transcript - Jan 2020', 'The day after - R2 Prep', 'Cosmos Convergence Subs', 'AI 365 30 January 2020', 'Embedded Intelligence Checkpoint (Jan 2020)', 'Argus Models for Microsoft Jan  2020', 'Voice Skills BVT Manual Test Cases (Core)', 'Kingston-WorkingDeck', 'Principal Briefing FINAL Posted Jan 23 2020', 'Cortana in Teams - Working Session - 2020-01-20', 'Kingston'], 'UserFileNameKeyPhrases': ['azure arm management', 'azure management', 'arm management', 'azure arm', 'arm', 'azure management ports', 'arm management ports', 'management ports', 'azure arm ports', 'azure ports', 'arm ports', 'ports', 'vst', 'cortana teams', '706bf 8b 2', '8b 2', '3c', 'voice', 'azurearmmanagementports062c3243 3c1a 4647', 'azurearmmanagementports062c3243 4647 a71f']}	NegativeCrossDomainNoMatch
Join meeting at 30 AM.	CALENDAR	connect_to_meeting	Join meeting at <start_time>30 AM</start_time>.	{'UserFileNames': ['Globalization-Jan 2020 Update', 'Extended logging support for MSFT employees', '202001_WorkingSession_RoleOfAIInEffectiveMeetings', 'S+A OM focused Shiproom 01282020', 'Smart Reply Android R1 Release', 'Smart Reply in Teams _ Status', 'Sustained Engineering Newsletter 2-3', 'SE-Shiproom', 'Weekly status owner shifts', 'Completion Rate Analysis', 'Conversation count by Cortana Response', 'Cortana Israel - Action Item extraction - Shiproom', 'Team 1st', 'FHL-Fix', 'Tal Dangur', 'Microsoft Teams Customer Pitch Deck', 'Highlights extraction from meeting transcript - Jan 2020', 'Suggested replies with file - Jan 2020 Update', 'Present the deck and Smart Navigation spec review', 'Cortana in Teams R2 Weekly Shiproom'], 'UserFileNameKeyPhrases': ['azure arm management', 'azure management', 'arm management', 'azure arm', 'arm', 'azure management ports', 'arm management ports', 'management ports', 'azure arm ports', 'azure ports', 'arm ports', 'ports', 'vst', 'cortana teams', '706bf 8b 2', '8b 2', '3c', 'voice', 'azurearmmanagementports062c3243 3c1a 4647', 'azurearmmanagementports062c3243 4647 a71f']}	NegativeCrossDomainNoMatch
What does my schedule look like tomorrow?	CALENDAR	find_calendar_entry	What does my schedule look like <start_date>tomorrow</start_date>?	{'UserFileNames': ['Welcome', 'Running Experiments - Advanced', 'Calling on Outlook Mobile Commute', 'Cortana on Windows Vibranium International Plan', 'Weekly Whole Page and Answers Ship Meeting', 'Spring2020-MLADS-Reviewers', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Kingston-WorkingDeck', 'General', 'OMC Perf doc', 'Action Item UXR', 'Cortana in Teams R2 Weekly Shiproom', 'COGS and Latency', 'GRC Review Office Hours Sign-Up Sheet', 'Cortana transition announcement - DRAFT', 'TeamsTeamDefectRate', 'S+A OM focused Shiproom 01212020', 'Assistant Roadmap Sync', 'Cortana UWP app - skill readiness', '01-30-2020 Knowledge Bot - Full'], 'UserFileNameKeyPhrases': ['shiproom', 'fy20', 'outlook mobile', 'perf', 'cortana in teams', 'cortana teams', 'msai', 'checkpoint', 'mobile quarterly checkpoint', 'quarterly plan checkpoint', 'outlook mobile quarterly', 'assistant outlook mobile', 'outlook quarterly plan', 'mobile plan checkpoint', 'mobile quarterly plan', 'assistant and search', 'quarterly checkpoint', 'assistant in outlook', 'search and assistant', 'outlook mobile plan']}	NegativeCrossDomainNoMatch
