ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	CortanaResponse
177873499	0		user	United States photos from last June.	FILES	file_search	<file_keyword> United States </file_keyword> <file_type> photos </file_type> from <date> last June </date> .	[]		1	
177873500	0		user	bamboo notes	FILES	file_search	<file_keyword> bamboo </file_keyword> <file_type> notes </file_type>	[]		1	
177873501	0		user	promissory note	FILES	file_search	<file_keyword> promissory </file_keyword> <file_type> note </file_type>	[]		1	
177873502	0		user	GTO slides	FILES	file_search	<file_keyword> GTO </file_keyword> <file_type> slides </file_type>	[]		1	
177873503	0		user	investment excel documents	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel </file_type> documents	[]		1	
177873504	0		user	Management operation onenote	FILES	file_search	<file_keyword> Management operation </file_keyword> <file_type> onenote </file_type>	[]		1	
177873505	0		user	new vacation notes please bring them up	FILES	file_search	<file_keyword> new vacation </file_keyword> <file_type> notes </file_type> please bring them up	[]		1	
177873506	0		user	investment excel docu	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel </file_type> docu	[]		1	
177873507	0		user	research welcome party decks	FILES	file_search	<file_keyword> research welcome party </file_keyword> <file_type> decks </file_type>	[]		1	
177873508	0		user	microsoft slide show	FILES	file_search	<file_keyword> microsoft </file_keyword> <file_type> slide show </file_type>	[]		1	
177873509	0		user	mum birthday card and gift pdf	FILES	file_search	<file_keyword> mum birthday card and gift </file_keyword> <file_type> pdf </file_type>	[]		1	
177873510	0		user	calculus final exam pptx by harou pedat	FILES	file_search	<file_keyword> calculus final exam </file_keyword> <file_type> pptx </file_type> by <contact_name> harou pedat </contact_name>	[]		1	
177873511	0		user	cell bio notes	FILES	file_search	<file_keyword> cell bio </file_keyword> <file_type> notes </file_type>	[]		1	
177873512	0		user	transparency slides	FILES	file_search	<file_keyword> transparency </file_keyword> <file_type> slides </file_type>	[]		1	
177873513	0		user	first subject excel	FILES	file_search	<file_keyword> first subject </file_keyword> <file_type> excel </file_type>	[]		1	
177873514	0		user	spring accounting sheet and Diana	FILES	file_search	<file_keyword> spring accounting </file_keyword> <file_type> sheet </file_type> and <file_keyword> Diana </file_keyword>	[]		1	
177873515	0		user	distractify photos	FILES	file_search	<file_keyword> distractify </file_keyword> <file_type> photos </file_type>	[]		1	
177873516	0		user	itemized deduction worksheet	FILES	file_search	<file_keyword> itemized deduction </file_keyword> <file_type> worksheet </file_type>	[]		1	
177873517	0		user	grocery notes	FILES	file_search	<file_keyword> grocery </file_keyword> <file_type> notes </file_type>	[]		1	
177873518	0		user	break even analysis spreadsheet	FILES	file_search	<file_keyword> break even analysis </file_keyword> <file_type> spreadsheet </file_type>	[]		1	
177873519	0		user	booty gif	FILES	file_search	<file_keyword> booty </file_keyword> <file_type> gif </file_type>	[]		1	
177873520	0		user	appointment with the er excels by forka aimot massy	FILES	file_search	<file_keyword> appointment with the er </file_keyword> <file_type> excels </file_type> by <contact_name> forka aimot massy </contact_name>	[]		1	
177873521	0		user	annotated notes	FILES	file_search	<file_keyword> annotated </file_keyword> <file_type> notes </file_type>	[]		1	
177873522	0		user	Black History slides location	FILES	file_search	<file_keyword> Black History </file_keyword> <file_type> slides </file_type> location	[]		1	
177873523	0		user	lockout tagout powerpoint	FILES	file_search	<file_keyword> lockout tagout </file_keyword> <file_type> powerpoint </file_type>	[]		1	
177873524	0		user	emily a phone conference spreadsheet	FILES	file_search	<file_keyword> emily a phone conference </file_keyword> <file_type> spreadsheet </file_type>	[]		1	
177873525	0		user	project ares docs megg	FILES	file_search	<file_keyword> project ares </file_keyword> <file_type> docs </file_type> <file_keyword> megg </file_keyword>	[]		1	
177873526	0		user	transparency slides	FILES	file_search	<file_keyword> transparency </file_keyword> <file_type> slides </file_type>	[]		1	
177873527	0		user	grooming appointment vss	FILES	file_search	<file_keyword> grooming appointment </file_keyword> <file_type> vss </file_type>	[]		1	
177873528	0		user	nicki notes	FILES	file_search	<file_keyword> nicki </file_keyword> <file_type> notes </file_type>	[]		1	
177873529	0		user	taxmeeting note by pedat rikujiro clochez	FILES	file_search	<file_keyword> taxmeeting </file_keyword> <file_type> note </file_type> by <contact_name> pedat rikujiro clochez </contact_name>	[]		1	
177873530	0		user	mdra council meeting notebooks	FILES	file_search	<file_keyword> mdra council meeting </file_keyword> <file_type> notebooks </file_type>	[]		1	
177873531	0		user	preview meeting mpt	FILES	file_search	<file_keyword> preview meeting </file_keyword> <file_type> mpt </file_type>	[]		1	
177873532	0		user	profile picture on this computer	FILES	file_search	<file_keyword> profile </file_keyword> <file_type> picture </file_type> on this <data_source> computer </data_source>	[]		1	
177873533	0		user	monthly budget worksheet	FILES	file_search	<file_keyword> monthly budget </file_keyword> <file_type> worksheet </file_type>	[]		1	
177873534	0		user	coworker slideshow	FILES	file_search	<file_keyword> coworker </file_keyword> <file_type> slideshow </file_type>	[]		1	
177873535	0		user	transparent slide	FILES	file_search	<file_keyword> transparent </file_keyword> <file_type> slide </file_type>	[]		1	
177873536	0		user	costco notes	FILES	file_search	<file_keyword> costco </file_keyword> <file_type> notes </file_type>	[]		1	
177873537	0		user	ece notes	FILES	file_search	<file_keyword> ece </file_keyword> <file_type> notes </file_type>	[]		1	
177873538	0		user	voice note	FILES	file_search	<file_keyword> voice </file_keyword> <file_type> note </file_type>	[]		1	
177873539	0		user	meeting note for calendar	FILES	file_search	<file_keyword> meeting </file_keyword> <file_type> note </file_type> for <file_keyword> calendar </file_keyword>	[]		1	
177873540	0		user	kelly henry image	FILES	file_search	<file_keyword> kelly henry </file_keyword> <file_type> image </file_type>	[]		1	
177873541	0		user	force authority onenote	FILES	file_search	<file_keyword> force authority </file_keyword> <file_type> onenote </file_type>	[]		1	
177873542	0		user	epoche note	FILES	file_search	<file_keyword> epoche </file_keyword> <file_type> note </file_type>	[]		1	
177873543	0		user	China PowerPoint.	FILES	file_search	<file_keyword> china </file_keyword> <file_type> powerpoint </file_type> .	[]		1	
177873544	0		user	letovi xls	FILES	file_search	<file_keyword> letovi </file_keyword> <file_type> xls </file_type>	[]		1	
177873545	0		user	diet notes	FILES	file_search	<file_keyword> diet </file_keyword> <file_type> notes </file_type>	[]		1	
177873546	0		user	petition powerpoint by moddel	FILES	file_search	<file_keyword> petition </file_keyword> <file_type> powerpoint </file_type> by <contact_name> moddel </contact_name>	[]		1	
177873547	0		user	spartan notes	FILES	file_search	<file_keyword> spartan </file_keyword> <file_type> notes </file_type>	[]		1	
177873548	0		user	web notes.	FILES	file_search	<file_keyword> web </file_keyword> <file_type> notes </file_type> .	[]		1	
177873549	0		user	Alert restaurant notes	FILES	file_search	<file_keyword> alert restaurant </file_keyword> <file_type> notes </file_type>	[]		1	
177873550	0		user	88 notes	FILES	file_search	<file_keyword> 88 </file_keyword> <file_type> notes </file_type>	[]		1	
177873551	0		user	theme slide	FILES	file_search	<file_keyword> theme </file_keyword> <file_type> slide </file_type>	[]		1	
177873552	0		user	hb note hb note	FILES	file_search	<file_keyword> hb </file_keyword> <file_type> note </file_type> <file_keyword> hb </file_keyword> <file_type> note </file_type>	[]		1	
177873553	0		user	Pitch list excel doc	FILES	file_search	<file_keyword> Pitch list </file_keyword> <file_type> excel doc </file_type>	[]		1	
177873554	0		user	accounting excel worksheet	FILES	file_search	<file_keyword> accounting </file_keyword> <file_type> excel worksheet </file_type>	[]		1	
177873555	0		user	lt review deck	FILES	file_search	<file_keyword> lt review </file_keyword> <file_type> deck </file_type>	[]		1	
177873556	0		user	moon phases presentation	FILES	file_search	<file_keyword> moon phases </file_keyword> <file_type> presentation </file_type>	[]		1	
177873557	0		user	smite patch notes	FILES	file_search	<file_keyword> smite patch </file_keyword> <file_type> notes </file_type>	[]		1	
177873558	0		user	benjamin's graduation pictures	FILES	file_search	<file_keyword> benjamin's graduation </file_keyword> <file_type> pictures </file_type>	[]		1	
177873559	0		user	softball game note by dudbridge	FILES	file_search	<file_keyword> softball game </file_keyword> <file_type> note </file_type> by <contact_name> dudbridge </contact_name>	[]		1	
177873560	0		user	vacation for las vegas csv by eeckhout zhikareva laurin gacougnolle	FILES	file_search	<file_keyword> vacation for las vegas </file_keyword> <file_type> csv </file_type> by <contact_name> eeckhout zhikareva laurin gacougnolle </contact_name>	[]		1	
177873561	0		user	Ben PowerPoint.	FILES	file_search	<file_keyword> ben </file_keyword> <file_type> powerpoint </file_type> .	[]		1	
177873562	0		user	budget sheet	FILES	file_search	<file_keyword> budget </file_keyword> <file_type> sheet </file_type>	[]		1	
177873563	0		user	front page presentation names hot cakes	FILES	file_search	<file_keyword> front page </file_keyword> <file_type> presentation </file_type> names <file_name> hot cakes </file_name>	[]		1	
177873564	0		user	sludge thickening ppt	FILES	file_search	<file_keyword> sludge thickening </file_keyword> <file_type> ppt </file_type>	[]		1	
177873565	0		user	Powerpoint notes from Tuesday.	FILES	file_search	<file_keyword> Powerpoint </file_keyword> <file_type> notes </file_type> from <date> Tuesday </date> .	[]		1	
177873566	0		user	jazz patterns pdf	FILES	file_search	<file_keyword> jazz patterns </file_keyword> <file_type> pdf </file_type>	[]		1	
177873567	0		user	songs onenote	FILES	file_search	<file_keyword> songs </file_keyword> <file_type> onenote </file_type>	[]		1	
177873568	0		user	exhaust notes	FILES	file_search	<file_keyword> exhaust </file_keyword> <file_type> notes </file_type>	[]		1	
177873569	0		user	Family Pics	FILES	file_search	<file_keyword> Family </file_keyword> <file_type> Pics </file_type>	[]		1	
177873570	0		user	thirty three windshield notes	FILES	file_search	<file_keyword> thirty three windshield </file_keyword> <file_type> notes </file_type>	[]		1	
177873571	0		user	plan powerpoint	FILES	file_search	<file_keyword> plan </file_keyword> <file_type> powerpoint </file_type>	[]		1	
177873572	0		user	his game pdf by mimune	FILES	file_search	<file_keyword> his game </file_keyword> <file_type> pdf </file_type> by <contact_name> mimune </contact_name>	[]		1	
177873573	0		user	investment excel documen	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel documen </file_type>	[]		1	
177873574	0		user	student detail schedule two pdf	FILES	file_search	<file_keyword> student detail schedule two </file_keyword> <file_type> pdf </file_type>	[]		1	
177873575	0		user	china powerpoint.	FILES	file_search	<file_keyword> china </file_keyword> <file_type> powerpoint </file_type> .	[]		1	
177873576	0		user	party notes review	FILES	file_search	<file_keyword> party </file_keyword> <file_type> notes </file_type> review	[]		1	
177873577	0		user	doctor palmer ' s office pdf	FILES	file_search	<file_keyword> doctor palmer ' s office </file_keyword> <file_type> pdf </file_type>	[]		1	
177873578	0		user	rate data sheet	FILES	file_search	<file_keyword> rate </file_keyword> <file_type> data sheet </file_type>	[]		1	
177873579	0		user	debit note	FILES	file_search	<file_keyword> debit </file_keyword> <file_type> note </file_type>	[]		1	
177873580	0		user	Ethan's 5th birthday photos	FILES	file_search	<file_keyword> Ethan's 5th birthday </file_keyword> <file_type> photos </file_type>	[]		1	
177873581	0		user	Baby doc.	FILES	file_search	<file_keyword> baby </file_keyword> <file_type> doc </file_type> .	[]		1	
177873582	0		user	nicki notes	FILES	file_search	<file_keyword> nicki </file_keyword> <file_type> notes </file_type>	[]		1	
177873583	0		user	rate data sheet	FILES	file_search	<file_keyword> rate </file_keyword> <file_type> data sheet </file_type>	[]		1	
177873584	0		user	expenses worksheet	FILES	file_search	<file_keyword> expenses </file_keyword> <file_type> worksheet </file_type>	[]		1	
177873585	0		user	presentaciones power point	FILES	file_search	<file_keyword> presentaciones </file_keyword> <file_type> power point </file_type>	[]		1	
177873586	0		user	culture shock ppt	FILES	file_search	<file_keyword> culture shock </file_keyword> <file_type> ppt </file_type>	[]		1	
177873587	0		user	transparency slides	FILES	file_search	<file_keyword> transparency </file_keyword> <file_type> slides </file_type>	[]		1	
